Компания,Город,name,region.y,industry,claims_amount,proceedings_amount,size_cat,employees,income,expenses,lt_debt,st_debt,sales,cgs,commercial,eat,labor_costs,net_profit_margin,ros,year,code_okved,firts_number_okved,okved_name,retained_earnings,short_term_liab,ind,Продукт,Технология
Выбор,Воронеж,"ВЫБОР, ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК",Воронежская область,Строительство жилых и нежилых зданий,4695.9,691663.0,Малые предприятия,,,,739588.0,7500.0,760867.0,618890.0,,45242.0,172328.0,0.0595,0.1866,2014,41.2,41.0,Строительство,,,stroitelstvo,,
Выбор,Воронеж,"ВЫБОР, ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК",Воронежская область,Строительство жилых и нежилых зданий,4695.9,691663.0,Малые предприятия,,,,958374.0,7500.0,314316.0,76078.0,,75657.0,151335.0,0.2407,0.758,2015,41.2,41.0,Строительство,,,stroitelstvo,,
Выбор,Воронеж,"ВЫБОР, ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК",Воронежская область,Строительство жилых и нежилых зданий,4695.9,691663.0,Малые предприятия,,,,1247037.0,7500.0,505522.0,162201.0,,64241.0,122288.0,0.1271,0.6791,2016,41.2,41.0,Строительство,,,stroitelstvo,,
Выбор,Воронеж,"ВЫБОР, ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК",Воронежская область,Строительство жилых и нежилых зданий,4695.9,691663.0,Малые предприятия,539,1803278.0,1729916.0,1018067.0,27450.0,1129468.0,580908.0,,51966.0,136545.0,0.046,0.4857,2017,41.2,41.0,Строительство,,,stroitelstvo,,
Выбор,Воронеж,"ВЫБОР, ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК",Воронежская область,Строительство жилых и нежилых зданий,4695.9,691663.0,Малые предприятия,801,3869751.0,3818066.0,712611.0,,1408528.0,1561160.0,,37037.0,227928.0,0.0263,-0.1084,2018,41.2,41.0,Строительство,89682000.0,594399000.0,stroitelstvo,,
Выбор,Воронеж,"ВЫБОР, ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК",Воронежская область,Строительство жилых и нежилых зданий,4695.9,691663.0,Малые предприятия,850,5867438.0,5720760.0,981419.0,,2854485.0,2594459.0,,115439.0,252061.0,0.0404,0.0588,2019,41.2,41.0,Строительство,68107000.0,2062474000.0,stroitelstvo,1С:Риэлтор. Управление продажами недвижимости 8,Учетные системы
Выбор,Воронеж,"ВЫБОР, ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК",Воронежская область,Строительство жилых и нежилых зданий,4695.9,691663.0,Малые предприятия,718,8567236.0,8056360.0,618558.0,1104.0,4728029.0,3714284.0,,477496.0,348648.0,0.101,0.1164,2020,41.2,41.0,Строительство,485603000.0,4053504000.0,stroitelstvo,,
Выбор,Воронеж,"ВЫБОР, ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК",Воронежская область,Строительство жилых и нежилых зданий,4695.9,691663.0,Малые предприятия,627,5627461.0,4778734.0,616778.0,3524.0,2262044.0,1827275.0,,702404.0,347656.0,0.3105,-0.0394,2021,41.2,41.0,Строительство,1159184000.0,3538296000.0,stroitelstvo,,
Выбор,Воронеж,"ВЫБОР, ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК",Воронежская область,Строительство жилых и нежилых зданий,4695.9,691663.0,Малые предприятия,325,3095453.0,2915645.0,166778.0,349999.0,179683.0,147880.0,,107886.0,300678.0,0.6004,-1.3553,2022,41.2,41.0,Строительство,1268079000.0,1395890000.0,stroitelstvo,1С:Предприятие 8. Управление торговлей и взаимоотношениями с клиентами (CRM),CRM
Выбор,Воронеж,"ВЫБОР, ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК",Воронежская область,Строительство жилых и нежилых зданий,4695.9,691663.0,Малые предприятия,325,3095453.0,2915645.0,166778.0,349999.0,179683.0,147880.0,,107886.0,300678.0,0.6004,-1.3553,2022,41.2,41.0,Строительство,1268079000.0,1395890000.0,stroitelstvo,1С:CRM КОРП,CRM
Выбор,Воронеж,"ВЫБОР, ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК",Воронежская область,Строительство жилых и нежилых зданий,6003932.0,327728.0,Малые предприятия,122,1140354.0,1128286.0,102778.0,2086.0,123650.0,117117.0,,4035.0,94504.0,0.0326,-0.8206,2023,41.2,41.0,Строительство,1272115000.0,1995090000.0,stroitelstvo,,
Вяртсиля Цифровые Технологии (Wartsila Digital Technologies),Санкт-Петербург,"ВЯРТСИЛЯ ЦИФРОВЫЕ ТЕХНОЛОГИИ, АО",Санкт-Петербург,Деятельность административно-хозяйственная комплексная по обеспечению работы организации,,,Средние предприятия,,,,,2250.0,454776.0,322594.0,24391.0,1678.0,285489.0,0.0037,0.0006,2013,82.11,82.0,Деятельность административная и сопутствующие дополнительные услуги,,,mashinostroenie,,
Вяртсиля Цифровые Технологии (Wartsila Digital Technologies),Санкт-Петербург,"ВЯРТСИЛЯ ЦИФРОВЫЕ ТЕХНОЛОГИИ, АО",Санкт-Петербург,Деятельность административно-хозяйственная комплексная по обеспечению работы организации,,,Средние предприятия,,,,,,519297.0,402152.0,1531.0,2014.0,339528.0,0.0039,0.0058,2014,82.11,82.0,Деятельность административная и сопутствующие дополнительные услуги,,,mashinostroenie,,
