Компания,Город,name,region.y,industry,size_cat,year,code_okved,firts_number_okved,ind,employees,income,expenses,receivables,assets,passive,nwc,equity,total_debt,sales,cgs,commercial,ebt,eat,ebit,labor_costs,net_profit_margin,ros
СпецТрансКонтейнер,Москва,"СПЕЦТРАНСКОНТЕЙНЕР, ООО",Москва,"Деятельность вспомогательная прочая, связанная с перевозками",Средние предприятия,2015,52.29,52.0,transport,14.0,1321698.0,1297734.0,179366.0,1250959.0,1250959.0,128736.0,660723.0,590236.0,1094380.0,988491.0,584.0,7911.0,1186.0,32647.0,39767.0,-0.0,0.0
СпецЭнергоТрейд,Москва,"СПЕЦЭНЕРГОТРЕЙД, ООО",Москва,"Торговля оптовая прочими машинами, оборудованием и принадлежностями",Средние предприятия,2015,46.6,46.0,torgovlya,45.0,966955.0,875056.0,106197.0,413496.0,413496.0,207519.0,172602.0,240951.0,817248.0,571521.0,97912.0,79306.0,62369.0,86065.0,103290.0,0.0,0.0
Спецавтоком,Екатеринбург,"СПЕЦАВТОКОМ, ООО",Свердловская область,"Деятельность вспомогательная прочая, связанная с перевозками",Малые предприятия,2019,52.29,52.0,mashinostroenie,13.0,113876.0,110236.0,11819.0,65535.0,65535.0,-14312.0,4858.0,60678.0,111264.0,107464.0,,3640.0,3064.0,2896.0,,0.0,0.0
Спецэнерго,Санкт-Петербург,"СПЕЦЭНЕРГО, ООО",Санкт-Петербург,Производство электрической распределительной и регулирующей аппаратуры,Средние предприятия,2017,27.12,27.0,energetika,128.0,1479029.0,1442994.0,496059.0,929197.0,929197.0,249925.0,107769.0,821428.0,1445364.0,1299584.0,,36036.0,27118.0,53280.0,191648.0,0.0,0.0
Ставрополь Авто,Ставрополь,"СТАВРОПОЛЬ-АВТО, ООО",Ставропольский край,Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах,Средние предприятия,2013,45.11.2,45.0,mashinostroenie,64.0,1737478.0,1668124.0,39123.0,324232.0,324232.0,149126.0,89724.0,234508.0,1773675.0,1654799.0,48640.0,52581.0,41562.0,59564.0,23969.0,0.0,0.0
Стандарт учёта,Ленинградская обл.,"СТАНДАРТ УЧЁТА, ООО",Ленинградская область,Деятельность в области права и бухгалтерского учета,Малые предприятия,2017,69,69.0,finansovye_uslugi,79.0,99509.0,82423.0,19214.0,40197.0,40197.0,9601.0,10690.0,29507.0,96730.0,,,17087.0,15902.0,18464.0,,0.0,0.0
Стартелеком (Startelecom),Москва,"СТАРТЕЛЕКОМ, АО",Москва,"Производство средств защиты информации, а также информационных и телекоммуникационных систем, защищенных с использованием средств защиты информации",Малые предприятия,2017,26.20.4,26.0,informacionnye_tehnologii,48.0,808189.0,761846.0,302594.0,619976.0,619976.0,103850.0,105998.0,513977.0,762689.0,712949.0,,46343.0,36402.0,43846.0,107255.0,0.0,0.0
Стелла,Екатеринбург,"СТЕЛЛА, ООО",Свердловская область,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",Средние предприятия,2017,46.73,46.0,torgovlya,51.0,1021414.0,987310.0,174998.0,491747.0,491747.0,130206.0,159847.0,331900.0,970719.0,827839.0,317420.0,34093.0,27430.0,25102.0,,0.0,0.0
СтоунХедж (Stone Hadge),Москва,"СТОУНХЕДЖ, АО",Москва,Разработка строительных проектов,Малые предприятия,2013,41.1,41.0,nedvizhimost,32.0,999353.0,887245.0,216833.0,1752759.0,1752759.0,455491.0,233014.0,1519745.0,146829.0,25509.0,,68952.0,61627.0,-105151.0,35476.0,0.0,-0.0
Стрим Лайн,Санкт-Петербург,"СТРИМ ЛАЙН, ООО",Санкт-Петербург,"Деятельность агентов по оптовой торговле вычислительной техникой, телекоммуникационным оборудованием и прочим офисным оборудованием",Малые предприятия,2017,46.14.1,46.0,telekommunikaciya,13.0,502694.0,491391.0,165931.0,267357.0,267357.0,31472.0,43086.0,224271.0,486474.0,418754.0,52943.0,11303.0,7115.0,11965.0,,0.0,0.0
СтройИнжинирингГрупп,Москва,"СТРОЙИНЖИНИРИНГГРУПП, АО",Москва,Аренда и лизинг строительных машин и оборудования,Малые предприятия,2013,77.32,77.0,konsalting,54.0,476571.0,435609.0,1007588.0,2886810.0,2886810.0,492771.0,1614394.0,1272415.0,457156.0,264580.0,,74337.0,65668.0,62431.0,58669.0,0.0,0.0
Стройрент (Москва),Москва,"СТРОЙРЕНТ, ООО",Москва,Производство строительных металлических конструкций и изделий,Малые предприятия,2017,25.1,25.0,transport,11.0,164477.0,123919.0,43250.0,124828.0,124828.0,51505.0,78051.0,46777.0,164039.0,20064.0,,40558.0,32360.0,40558.0,,0.0,0.0
Стройтехснаб,Челябинск,"СТРОЙТЕХСНАБ, ООО",Челябинская область,Деятельность по предоставлению инженерно-технических консультаций по энергосбережению и повышению энергетической эффективности,Малые предприятия,2017,71.12.8,71.0,stroitelstvo,14.0,480460.0,449691.0,90978.0,268113.0,268113.0,-58042.0,40700.0,227413.0,408213.0,355785.0,774.0,25645.0,20288.0,28501.0,12765.0,0.0,0.0
Строп,Новосибирск,"СТРОП, ООО ПКФ",Новосибирская область,"Торговля оптовая текстильными изделиями, кроме текстильных галантерейных изделий",Малые предприятия,2017,46.41.1,46.0,mashinostroenie,38.0,697697.0,680090.0,39029.0,439235.0,439235.0,261476.0,133856.0,305379.0,668384.0,542476.0,98102.0,17607.0,9579.0,17607.0,7030.0,0.0,0.0
Студия эдсервис,Москва,"СТУДИЯ ЭДСЕРВИС, ООО",Москва,Деятельность рекламных агентств,Малые предприятия,2017,73.11,73.0,reklama,26.0,228394.0,212551.0,65291.0,83953.0,83953.0,21181.0,19914.0,64039.0,227088.0,169341.0,,15842.0,12283.0,15842.0,53724.0,0.0,0.0
Стэк.ком,Москва,"СТЭК.КОМ, ООО",Москва,Деятельность в области спутниковой связи,Средние предприятия,2017,61.3,61.0,telekommunikaciya,76.0,1142279.0,1100092.0,497759.0,1218889.0,1218889.0,422360.0,799009.0,419881.0,1052197.0,820238.0,6001.0,42187.0,31657.0,27370.0,160934.0,0.0,0.0
Сыктывкарский молочный завод,Сыктывкар,"СЫКТЫВКАРСКИЙ МОЛОЧНЫЙ ЗАВОД, ООО",Коми (Республика),Производство молока (кроме сырого) и молочной продукции,Средние предприятия,2013,10.51,10.0,pishhevaya_promyshlennost,223.0,987625.0,966696.0,145261.0,360349.0,360349.0,115824.0,189499.0,174251.0,837094.0,714946.0,73235.0,22599.0,17319.0,25260.0,136254.0,0.0,0.0
Сэндс,Санкт-Петербург,"СЭНДС, ООО",Санкт-Петербург,"Деятельность, связанная с инженерно-техническим проектированием, управлением проектами строительства, выполнением строительного контроля и авторского надзора",Средние предприятия,2019,71.12.1,71.0,stroitelstvo,64.0,829898.0,785536.0,305544.0,426240.0,426240.0,94499.0,58616.0,367624.0,826965.0,692195.0,36606.0,44363.0,32130.0,46976.0,112167.0,0.0,0.0
ТД Евротрейдинг (Gidrolica),Москва,"ТД ЕВРОТРЕЙДИНГ, ООО",Москва,Торговля оптовая прочими строительными материалами и изделиями,Средние предприятия,2017,46.73.6,46.0,stroitelstvo,117.0,1620744.0,1579141.0,238965.0,686237.0,686237.0,182493.0,87102.0,599135.0,1573763.0,1025839.0,443749.0,41603.0,36067.0,57634.0,100387.0,0.0,0.0
ТИЦ ЖТ,Тихвин,"ТИЦ ЖТ, ООО",Ленинградская область,"Технические испытания, исследования, анализ и сертификация",Малые предприятия,2015,71.2,71.0,mashinostroenie,66.0,290628.0,313048.0,87131.0,604690.0,604690.0,115958.0,180672.0,424018.0,261693.0,209744.0,,-25798.0,-23070.0,-2578.0,78284.0,-0.0,-0.0
ТМД Фрикшн Евразия,Москва,"ТМД ФРИКШН ЕВРАЗИЯ, ООО",Москва,"Торговля оптовая автомобильными деталями, узлами и принадлежностями",Малые предприятия,2017,45.31,45.0,mashinostroenie,10.0,1178661.0,1168513.0,277292.0,447731.0,447731.0,-45191.0,-46479.0,494210.0,1131880.0,948893.0,109178.0,10148.0,3856.0,5883.0,33963.0,0.0,0.0
ТПИ ОмскГражданПроект,Омск,"ТПИ ОМСКГРАЖДАНПРОЕКТ, АО",Омская область,"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях",Малые предприятия,2013,71.1,71.0,stroitelstvo,55.0,175876.0,132882.0,104424.0,469567.0,469567.0,-111222.0,-13730.0,483296.0,142602.0,112199.0,,8450.0,4635.0,20204.0,65594.0,0.0,-0.0
ТС Интеграция (Banza),Москва,"ТС ИНТЕГРАЦИЯ, ООО",Москва,Разработка компьютерного программного обеспечения,Малые предприятия,2018,62.01,62.0,informacionnye_tehnologii,6.0,273759.0,268092.0,45731.0,107396.0,107396.0,25726.0,36510.0,70886.0,208288.0,184400.0,634.0,5667.0,4310.0,5664.0,5994.0,0.0,0.0
Таймед,Москва,"КОМПАНИЯ ТАЙМЕД, ООО",Москва,Торговля оптовая фармацевтической продукцией,Малые предприятия,2018,46.46,46.0,farmacevtika,15.0,275859.0,266622.0,9371.0,99298.0,99298.0,76181.0,70918.0,28380.0,243092.0,216990.0,,9237.0,6501.0,3838.0,,0.0,0.0
Таможенная Карта,Москва,"ТАМОЖЕННАЯ КАРТА, ООО",Москва,"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",Малые предприятия,2015,62,62.0,finansovye_uslugi,63.0,804252.0,1151922.0,139484.0,2294221.0,2294221.0,183180.0,661993.0,1632227.0,719815.0,217979.0,,-216940.0,-174505.0,-15216.0,215496.0,-0.0,0.0
Тармед,Москва,"ТАРМЕД, ООО",Москва,"Торговля оптовая техникой, оборудованием и инструментами, применяемыми в медицинских целях",Средние предприятия,2017,46.69.8,46.0,farmacevtika,8.0,395712.0,366809.0,108906.0,253164.0,253164.0,19315.0,52073.0,201090.0,358410.0,283119.0,28897.0,28903.0,22934.0,29947.0,11464.0,-0.0,-0.0
Твинс Групп,Москва,"ТВИНС ГРУПП, ООО",Москва,Деятельность гостиниц и прочих мест для временного проживания,Средние предприятия,2013,55.1,55.0,tovary_narodnogo_potrebleniya,207.0,2371022.0,2470089.0,2778995.0,9603948.0,9603948.0,2252954.0,4045927.0,5558223.0,977457.0,608935.0,59049.0,-60135.0,-51535.0,42713.0,181131.0,-0.0,-0.0
Тела-Телеком,Санкт-Петербург,"ТЕЛА-ТЕЛЕКОМ, ООО",Санкт-Петербург,Торговля оптовая программным обеспечением,Средние предприятия,2018,46.51.2,46.0,informacionnye_tehnologii,15.0,1267800.0,1222073.0,233109.0,345346.0,345346.0,50582.0,54119.0,291228.0,1226073.0,1046723.0,28371.0,45726.0,40505.0,46178.0,68287.0,0.0,0.0
Телеком XXI век,Москва,"ТЕЛЕКОМ XXI ВЕК, ООО",Москва,Торговля оптовая неспециализированная,Малые предприятия,2016,46.9,46.0,telekommunikaciya,15.0,463957.0,435732.0,144918.0,340202.0,340202.0,67563.0,81340.0,258906.0,387076.0,323279.0,40488.0,27024.0,21381.0,30290.0,12523.0,0.0,0.0
Телеком Биржа,Москва,"ТЕЛЕКОМ-БИРЖА, ООО",Москва,Деятельность в области связи на базе проводных технологий,Средние предприятия,2013,61.1,61.0,telekommunikaciya,56.0,1133895.0,904569.0,137099.0,585867.0,585867.0,16926.0,289235.0,296632.0,836307.0,477446.0,71596.0,178005.0,143779.0,180077.0,116908.0,0.0,0.0
Телиа Кэрриер Раша (Telia Carrier Russia),Москва,"ТЕЛИА КЭРРИЕР РАША, АО",Москва,Деятельность в области связи на базе проводных технологий,Средние предприятия,2018,61.1,61.0,telekommunikaciya,33.0,1175039.0,1016686.0,278415.0,959126.0,959126.0,381932.0,705724.0,253402.0,1140547.0,855458.0,,158353.0,124479.0,155707.0,168259.0,0.0,0.0
Темп авто дон,Шахты,"ТЕМП АВТО ДОН, ООО",Ростовская область,Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах,Малые предприятия,2016,45.11.2,45.0,transport,37.0,914134.0,868235.0,20723.0,171761.0,171761.0,157509.0,70519.0,101242.0,807168.0,714096.0,49998.0,39979.0,33005.0,44911.0,32279.0,0.0,0.0
Темпесто (Tempesto),Москва,"ТЕМПЕСТО, ООО",Москва,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",Малые предприятия,2015,46.69.5,46.0,elektrotehnika,8.0,424801.0,402782.0,82116.0,201782.0,201782.0,50844.0,28970.0,172811.0,358070.0,307710.0,28823.0,17630.0,13862.0,22301.0,16284.0,0.0,0.0
Теплолюкс-Тюмень,Тюмень,"ТЕПЛОЛЮКС-ТЮМЕНЬ, ООО",Тюменская область,Производство электрической распределительной и регулирующей аппаратуры,Средние предприятия,2013,27.12,27.0,stroitelstvo,231.0,872825.0,851081.0,432821.0,1033100.0,1033100.0,511575.0,437774.0,595327.0,790086.0,620309.0,58166.0,57357.0,43972.0,72829.0,148362.0,0.0,0.0
Теплострой Новосибирск,Новосибирск,"ТЕПЛОСТРОЙ НОВОСИБИРСК, ООО",Новосибирская область,Производство прочих пластмассовых изделий,Малые предприятия,2017,22.29,22.0,torgovlya,18.0,104328.0,103322.0,61749.0,113251.0,113251.0,9936.0,3080.0,110171.0,101851.0,89614.0,5476.0,1006.0,799.0,2396.0,,0.0,0.0
Терем,Москва,"ТЕРЕМ, ООО",Москва,Торговля оптовая неспециализированная,Средние предприятия,2018,46.9,46.0,zhkh,66.0,1305196.0,1197940.0,220239.0,541400.0,541400.0,181963.0,183386.0,358656.0,1294719.0,1010408.0,185200.0,111026.0,88422.0,114340.0,111035.0,0.0,0.0
Тетрон (Tetron),Москва,"ТЕТРОН, ООО",Москва,"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",Малые предприятия,2018,63.11,63.0,informacionnye_tehnologii,61.0,383338.0,344490.0,56618.0,207074.0,207074.0,68239.0,134480.0,121908.0,339382.0,231691.0,,38848.0,30802.0,39287.0,91413.0,0.0,0.0
ТехЭнерго,Тюмень,"ТЕХЭНЕРГО, ООО",Тюменская область,Производство электроэнергии,Малые предприятия,2017,35.11,35.0,energetika,78.0,457417.0,436779.0,90785.0,185005.0,185005.0,57162.0,64403.0,120601.0,449838.0,386327.0,265.0,20638.0,16379.0,19125.0,183158.0,0.0,0.0
Техна,Липецк,"ТЕХНА, ООО",Липецкая область,Производство прочих машин и оборудования для сельского и лесного хозяйства,Средние предприятия,2015,28.30.8,28.0,metallurgicheskaya_promyshlennost,214.0,2043199.0,1794599.0,556455.0,1907643.0,1907643.0,745251.0,743559.0,1165141.0,1464155.0,960921.0,154623.0,230860.0,223815.0,259439.0,141508.0,0.0,0.0
"Техника, Владимирский станкостроительный завод",Владимир,"ТЕХНИКА, ПАО ВЗПО",Владимирская область,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,Малые предприятия,2013,68.20.2,68.0,mashinostroenie,92.0,301753.0,255958.0,131339.0,590600.0,590600.0,47724.0,399103.0,191497.0,228065.0,155395.0,352.0,55315.0,45583.0,58564.0,49632.0,0.0,0.0
ТехноИнжПромСтрой,Москва,"ТЕХНОИНЖПРОМСТРОЙ, ООО",Москва,Производство прочих строительно-монтажных работ,Малые предприятия,2013,43.29,43.0,mashinostroenie,39.0,270408.0,267306.0,51029.0,154676.0,154676.0,60511.0,40714.0,113961.0,254623.0,241686.0,,3929.0,2986.0,5928.0,10677.0,0.0,0.0
Техноинвест,Москва,"ТЕХНОИНВЕСТ, ООО",Москва,Торговля оптовая неспециализированная,Малые предприятия,2017,46.9,46.0,finansovye_uslugi,5.0,121068.0,119362.0,89681.0,112246.0,112246.0,9566.0,5973.0,106273.0,118481.0,105193.0,219.0,1706.0,1337.0,2002.0,6430.0,0.0,0.0
Техноклип,Санкт-Петербург,"ТЕХНОКЛИП, ЗАО",Санкт-Петербург,"Производство прочих готовых металлических изделий, не включенных в другие группировки",Средние предприятия,2013,25.99,25.0,metallurgicheskaya_promyshlennost,177.0,797812.0,763468.0,83501.0,329125.0,329125.0,159547.0,126023.0,203122.0,591502.0,455219.0,43825.0,29303.0,22793.0,43590.0,112855.0,0.0,0.0
ТиЭмСи Рус (TCL),Москва,"ТИЭМСИ РУС, ООО",Москва,Торговля оптовая бытовыми электротоварами,Средние предприятия,2017,46.43,46.0,elektrotehnika,17.0,1138341.0,1166262.0,333077.0,710955.0,710955.0,573937.0,630522.0,80433.0,1102159.0,982679.0,55565.0,-27921.0,-33810.0,-35109.0,50957.0,-0.0,-0.0
Топливно-инвестиционная группа Ютэк,Москва,"ТОПЛИВНО-ИНВЕСТИЦИОННАЯ ГРУППА ЮТЭК, ООО",Москва,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",Средние предприятия,2018,46.71,46.0,neftyanaya_promyshlennost,7.0,1065751.0,1063555.0,74268.0,102701.0,102701.0,8494.0,6107.0,96593.0,1063854.0,1034940.0,26477.0,2197.0,1306.0,2188.0,8982.0,0.0,0.0
Торговый дом Энерго,Санкт-Петербург,"ЭНЕРГО, ООО",Санкт-Петербург,Деятельность по складированию и хранению,Малые предприятия,2017,52.1,52.0,torgovlya,26.0,372605.0,335199.0,57764.0,1752719.0,1752719.0,-752845.0,665699.0,1087020.0,343816.0,106.0,,37406.0,25574.0,55192.0,31514.0,0.0,0.0
Торгтехника (ЦОРМ),Мытищи,"ТОРГТЕХНИКА, АО ЦОРМ",Московская область,Торговля оптовая неспециализированная,Малые предприятия,2019,46.9,46.0,torgovlya,24.0,266410.0,244408.0,55548.0,159113.0,159113.0,101488.0,113399.0,45714.0,263262.0,187106.0,54467.0,22002.0,17688.0,21987.0,22440.0,0.0,0.0
Торк Авто,Москва,"ТОРК АВТО, ООО",Москва,"Торговля автомобильными деталями, узлами и принадлежностями",Малые предприятия,2013,45.3,45.0,torgovlya,28.0,387773.0,378057.0,114114.0,221008.0,221073.0,52937.0,21645.0,199428.0,305340.0,222893.0,57899.0,7827.0,5391.0,17121.0,16616.0,0.0,0.0
Тосол-Синтез,Дзержинск,"ТОСОЛ-СИНТЕЗ, ООО",Нижегородская область,"Аренда и лизинг прочих видов транспорта, оборудования и материальных средств, не включенных в другие группировки",Малые предприятия,2017,77.39,77.0,himicheskaya_promyshlennost,27.0,1689725.0,1334840.0,1092714.0,3309995.0,3309995.0,924973.0,2876215.0,433780.0,1290620.0,573142.0,,354885.0,293281.0,189606.0,149120.0,0.0,0.0
Точка опоры Промэлектросвет,Москва,"ТОЧКА ОПОРЫ ПРОМЭЛЕКТРОСВЕТ, ЗАО",Москва,Торговля оптовая осветительным оборудованием,Средние предприятия,2013,46.47.2,46.0,elektrotehnika,131.0,1500941.0,1424519.0,219044.0,630705.0,630705.0,307131.0,185765.0,444940.0,1453261.0,1082183.0,194228.0,50841.0,37915.0,55817.0,153365.0,0.0,0.0
"Транзит, Владивосток",Владивосток,"ТРАНЗИТ 25, ООО",Приморский край,Деятельность автомобильного грузового транспорта,Малые предприятия,2018,49.41,49.0,transport,9.0,221560.0,218500.0,19108.0,95587.0,95587.0,5875.0,7225.0,88362.0,220968.0,213477.0,,3060.0,2532.0,4032.0,1088.0,0.0,0.0
Трансвэй Северо-Запад,Санкт-Петербург,"ТРАНСВЭЙ СЕВЕРО-ЗАПАД, ООО",Санкт-Петербург,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,Средние предприятия,2013,68.20.2,68.0,nedvizhimost,25.0,2074787.0,1478921.0,257389.0,3129797.0,3129797.0,134264.0,610827.0,2518970.0,1028835.0,311883.0,,405351.0,322008.0,498735.0,50509.0,0.0,1.0
Транспроект,Москва,"ТРАНСПРОЕКТ, ООО",Москва,"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях",Средние предприятия,2013,71.1,71.0,transport,131.0,1472519.0,1399171.0,730156.0,957906.0,957906.0,222835.0,140419.0,817486.0,1146060.0,912316.0,,57391.0,36262.0,72637.0,217416.0,0.0,0.0
ТрастИнфо,Москва,"ТРАСТИНФО, ООО",Москва,Деятельность в области связи на базе проводных технологий прочая,Малые предприятия,2017,61.10.9,61.0,informacionnye_tehnologii,36.0,499804.0,334811.0,173523.0,995814.0,995814.0,217546.0,921052.0,74764.0,437432.0,292701.0,8328.0,164993.0,130870.0,110640.0,49009.0,0.0,0.0
ТрекМарк,Москва,"ТРЕКМАРК, ООО",Москва,Разработка компьютерного программного обеспечения,Малые предприятия,2018,62.01,62.0,informacionnye_tehnologii,64.0,391693.0,452906.0,178489.0,873609.0,873609.0,465427.0,662087.0,211738.0,377914.0,280372.0,32027.0,-62726.0,-55705.0,-56396.0,166914.0,-1.0,-1.0
Трикотаж трейд,Киров,"ТРИКОТАЖ ТРЕЙД, ООО",Кировская область,Торговля оптовая текстильными изделиями,Средние предприятия,2017,46.41,46.0,torgovlya,76.0,1202385.0,1172099.0,202712.0,294519.0,294519.0,93303.0,77199.0,217320.0,1154726.0,1086272.0,26933.0,30286.0,24490.0,30706.0,36366.0,0.0,0.0
Тринити Ивентс (Trinity Events),Москва,"ТРИНИТИ ИВЕНТС, НАО",Москва,Деятельность в области отдыха и развлечений,Малые предприятия,2015,93.2,93.0,reklama,58.0,233009.0,231364.0,50164.0,95340.0,95340.0,21842.0,1096.0,94244.0,183700.0,58399.0,10537.0,848.0,393.0,1251.0,57728.0,-0.0,0.0
Тулфор,Москва,"ТУЛФОР, ООО",Москва,Торговля оптовая ручными инструментами,Средние предприятия,2013,46.74.3,46.0,stroitelstvo,36.0,983497.0,795552.0,233298.0,610292.0,610292.0,563718.0,536955.0,73336.0,949356.0,531205.0,243019.0,170867.0,135404.0,166744.0,130577.0,0.0,0.0
Тюменьсвязь,Тюмень,"ТЮМЕНЬСВЯЗЬ, ООО",Тюменская область,Ремонт коммуникационного оборудования,Малые предприятия,2015,95.12,95.0,telekommunikaciya,41.0,413427.0,399702.0,124702.0,213804.0,213804.0,21493.0,21518.0,192286.0,337167.0,258805.0,7202.0,10825.0,7133.0,11993.0,37182.0,0.0,0.0
УДС-Групп (UDS group),Ижевск,"УДС-ГРУПП, ООО",Удмуртская Республика,Консультирование по вопросам коммерческой деятельности и управления,Средние предприятия,2019,70.22,70.0,stroitelstvo,,1378469.0,1414232.0,844643.0,4206024.0,4206024.0,-2588851.0,-126521.0,4332545.0,1337028.0,1360184.0,,-35763.0,-29058.0,-34931.0,,-0.0,-0.0
УК Зеленая долина (Управляющая компания),Белгород,"УК ЗЕЛЕНАЯ ДОЛИНА, ООО",Белгородская область,Деятельность холдинговых компаний,Средние предприятия,2018,64.2,64.0,selskoe_hozyaystvo,168.0,1235671.0,1247024.0,545084.0,1925315.0,1925315.0,14490.0,-42674.0,1967989.0,1141265.0,1014536.0,,-11354.0,-10385.0,12138.0,196194.0,-0.0,0.0
УМС Рус,Москва,"УМС РУС, ООО",Москва,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",Средние предприятия,2017,46.69.5,46.0,torgovlya,94.0,1614446.0,1538612.0,123469.0,1030795.0,1030795.0,110589.0,238665.0,793147.0,1492736.0,1048338.0,343230.0,75835.0,53222.0,80121.0,112894.0,0.0,0.0
УНГП,Оренбург,"УНГП, АО",Оренбургская область,Добыча нефти,Средние предприятия,2013,06.10.1,6.0,dobycha_poleznyh_iskopaemyh,118.0,1523500.0,1644266.0,339641.0,2100304.0,2100304.0,271706.0,1574093.0,526211.0,1435955.0,1084287.0,49433.0,-3294.0,-25656.0,-28808.0,146683.0,-0.0,0.0
Улан-Удэ Энерго,Улан-Удэ,"УЛАН-УДЭ ЭНЕРГО, АО",Бурятия (Республика),Передача электроэнергии и технологическое присоединение к распределительным электросетям,Малые предприятия,2018,35.12,35.0,energetika,91.0,841762.0,943112.0,1439503.0,3028311.0,3028311.0,-485750.0,938908.0,2089403.0,487602.0,454306.0,324.0,-101350.0,-57376.0,-93188.0,69955.0,3.0,-0.0
Униматик (Unimatic),Екатеринбург,"УНИМАТИК, ООО",Свердловская область,Торговля оптовая металлообрабатывающими станками,Малые предприятия,2013,46.62.2,46.0,informacionnye_tehnologii,90.0,1812789.0,1768615.0,659344.0,1183078.0,1183078.0,308436.0,399396.0,783682.0,1553037.0,1306010.0,98314.0,68977.0,53971.0,65450.0,91518.0,0.0,0.0
УралГазРемонт,Уфа,"УРАЛГАЗРЕМОНТ, ООО",Башкортостан (Республика),Ремонт машин и оборудования,Малые предприятия,2016,33.12,33.0,gazovaya_promyshlennost,27.0,595335.0,514938.0,400871.0,540007.0,540007.0,137749.0,179945.0,360062.0,523257.0,379955.0,5134.0,74087.0,58936.0,73911.0,33352.0,0.0,0.0
Уралнатс,Екатеринбург,"УРАЛНАТС, ООО",Свердловская область,"Торговля оптовая прочими пищевыми продуктами, включая рыбу, ракообразных и моллюсков",Малые предприятия,2017,46.38,46.0,torgovlya,6.0,181087.0,180480.0,33038.0,71191.0,71191.0,25080.0,3367.0,67825.0,175453.0,154213.0,16911.0,558.0,400.0,611.0,,0.0,0.0
Уралпромлизинг,Челябинск,"УРАЛПРОМЛИЗИНГ, ООО",Челябинская область,Деятельность по финансовой аренде (лизингу/сублизингу),Малые предприятия,2013,64.91,64.0,finansovye_uslugi,50.0,1041946.0,992586.0,57669.0,1882400.0,1882400.0,-29942.0,303810.0,1578590.0,877346.0,762546.0,,39376.0,29553.0,117461.0,60761.0,0.0,0.0
Уральский оливин,Екатеринбург,"УРАЛЬСКИЙ ОЛИВИН, ООО",Свердловская область,"Производство прочей неметаллической минеральной продукции, не включенной в другие группировки",Малые предприятия,2018,23.99,23.0,torgovlya,39.0,162472.0,144104.0,21439.0,100770.0,100770.0,24470.0,43161.0,57609.0,157255.0,134128.0,,18368.0,16106.0,12817.0,7236.0,0.0,0.0
Фабрика Арт,Москва,"КОМПАНИЯ ФАБРИКА АРТ, ООО",Москва,"Деятельность вспомогательная, связанная с исполнительскими искусствами",Средние предприятия,2017,90.02,90.0,industriya_razvlecheniy,149.0,1078289.0,1017423.0,374434.0,904924.0,904924.0,-23588.0,191646.0,713279.0,1061043.0,798183.0,,60866.0,39629.0,58555.0,110976.0,0.0,0.0
Фармтек,Москва,"ФАРМТЕК, ООО",Москва,Торговля оптовая прочими бытовыми товарами,Средние предприятия,2017,46.49,46.0,farmacevtika,122.0,1234349.0,928227.0,615175.0,868691.0,868691.0,676497.0,652185.0,216506.0,1189144.0,251745.0,579212.0,306122.0,233888.0,302606.0,262542.0,0.0,0.0
Фелицата Холдинг,Москва,"ФЕЛИЦАТА ХОЛДИНГ, ООО",Москва,Производство пищевых ферментов,Малые предприятия,2013,10.89.4,10.0,pishhevaya_promyshlennost,37.0,683368.0,660859.0,98465.0,212277.0,212277.0,66076.0,48819.0,163458.0,477985.0,395334.0,43679.0,15040.0,11149.0,18404.0,13700.0,0.0,0.0
Фениксон,Санкт-Петербург,"ФЕНИКСОН, ООО",Санкт-Петербург,Торговля оптовая прочей офисной техникой и оборудованием,Малые предприятия,2018,46.66,46.0,torgovlya,14.0,129075.0,112363.0,11001.0,27075.0,27075.0,12127.0,16299.0,10776.0,128900.0,84935.0,24733.0,16712.0,13452.0,16935.0,,0.0,0.0
Ферро-Эстейт,Москва,"ФЕРРО-ЭСТЕЙТ, ЗАО",Москва,Управление недвижимым имуществом за вознаграждение или на договорной основе,Малые предприятия,2017,68.32,68.0,finansovye_uslugi,25.0,222774.0,197528.0,59036.0,71735.0,71735.0,54608.0,48404.0,23331.0,169350.0,68898.0,,25246.0,19382.0,25162.0,109224.0,0.0,0.0
Фибратек,Рязань,"ФИБРАТЕК, ООО",Рязанская область,Производство изделий из хризотилцемента и волокнистого цемента,Средние предприятия,2014,23.65,23.0,stroitelstvo,182.0,637648.0,691979.0,100907.0,864827.0,864827.0,-22885.0,115520.0,749307.0,448150.0,439744.0,35931.0,-79939.0,-66822.0,-55553.0,99862.0,-318.0,-11.0
